Fecha,Precipitacion_mm
2020-09-20,3.7730119228363037
2020-09-21,4.317772388458252
2020-09-22,4.317772388458252
2020-09-23,4.317772388458252
2020-09-24,4.317772388458252
2020-09-25,4.317772388458252
2020-09-26,0
2020-09-27,0
2020-09-28,6.813807964324951
2020-09-29,6.813807964324951
2020-09-30,13.627615928649902
2020-10-01,30.55992889404297
2020-10-02,20.3732852935791
2020-10-03,20.3732852935791
2020-10-04,10.18664264678955
2020-10-05,0
2020-10-06,9.461788177490234
2020-10-07,4.730894088745117
2020-10-08,14.192682266235352
2020-10-09,0
2020-10-10,0
2020-10-11,0
2020-10-12,8.327530860900879
2020-10-13,16.655061721801758
2020-10-14,24.98259162902832
2020-10-15,8.327530860900879
2020-10-16,3.8655359745025635
2020-10-17,7.731071949005127
2020-10-18,7.731071949005127
2020-10-19,0
2020-10-20,11.596607208251953
2020-10-21,4.224437713623047
2020-10-22,0
2020-10-23,8.448875427246094
2020-10-24,8.448875427246094
2020-10-25,21.122188568115234
2020-10-26,11.575912475585938
2020-10-27,3.733187675476074
2020-10-28,8.201614379882812
2020-10-29,12.570829391479492
2020-10-30,5.038459777832031
2020-10-31,24.332714080810547
2020-11-01,22.351896286010742
2020-11-02,7.4506330490112305
2020-11-03,22.351896286010742
2020-11-04,7.4506330490112305
2020-11-05,7.4506330490112305
2020-11-06,15.572961807250977
2020-11-07,0
2020-11-08,10.381974220275879
2020-11-09,10.381974220275879
2020-11-10,5.1909871101379395
2020-11-11,0
2020-11-12,15.753281593322754
2020-11-13,10.502187728881836
2020-11-14,36.75765609741211
2020-11-15,0
2020-11-16,25.29051971435547
2020-11-17,25.29051971435547
2020-11-18,25.29051971435547
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,3.5253124237060547
2020-11-23,3.5253124237060547
2020-11-24,3.5253124237060547
2020-11-25,0
2020-11-26,0
2020-11-27,0
2020-11-28,2.8413379192352295
2020-11-29,0
2020-11-30,2.8413379192352295
2020-12-01,0
2020-12-02,13.451447486877441
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,0
2020-12-09,10.014866828918457
2020-12-10,0
2020-12-11,0
2020-12-12,0
2020-12-13,0
2020-12-14,0
2020-12-15,0
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,0
2020-12-30,0
2020-12-31,0
2021-01-01,2.103205680847168
2021-01-02,0
2021-01-03,0
2021-01-04,0
2021-01-05,0
2021-01-06,0
2021-01-07,0
2021-01-08,0
2021-01-09,0
2021-01-10,0
2021-01-11,3.3858861923217773
2021-01-12,0
2021-01-13,0
2021-01-14,0
2021-01-15,0
2021-01-16,0
2021-01-17,0
2021-01-18,0
2021-01-19,0
2021-01-20,0
2021-01-21,0
2021-01-22,0
2021-01-23,0
2021-01-24,0
2021-01-25,0
2021-01-26,0
2021-01-27,0
2021-01-28,0
2021-01-29,0
2021-01-30,0
2021-01-31,0
2021-02-01,0
2021-02-02,0
2021-02-03,0
2021-02-04,0
2021-02-05,0
2021-02-06,0
2021-02-07,0
2021-02-08,0
2021-02-09,0
2021-02-10,0
2021-02-11,0
2021-02-12,0
2021-02-13,0
2021-02-14,19.75731086730957
2021-02-15,0
2021-02-16,0
2021-02-17,0
2021-02-18,0
2021-02-19,0
2021-02-20,0
2021-02-21,0
2021-02-22,0
2021-02-23,0
2021-02-24,0
2021-02-25,0
2021-02-26,0
2021-02-27,0
2021-02-28,0
2021-03-01,0
2021-03-02,0
2021-03-03,0
2021-03-04,0
2021-03-05,0
2021-03-06,0
2021-03-07,1.246807336807251
2021-03-08,1.246807336807251
2021-03-09,2.493614673614502
2021-03-10,0
2021-03-11,0
2021-03-12,0
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,0
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,3.0046818256378174
2021-03-24,1.5023409128189087
2021-03-25,0
2021-03-26,0
2021-03-27,0
2021-03-28,0
2021-03-29,1.859284520149231
2021-03-30,3.718569040298462
2021-03-31,5.577853679656982
2021-04-01,3.5578863620758057
2021-04-02,7.115772724151611
2021-04-03,14.231545448303223
2021-04-04,3.5578863620758057
2021-04-05,0
2021-04-06,3.3660969734191895
2021-04-07,13.464387893676758
2021-04-08,6.732193946838379
2021-04-09,13.464387893676758
2021-04-10,3.3660969734191895
2021-04-11,2.945652723312378
2021-04-12,8.836957931518555
2021-04-13,14.728263854980469
2021-04-14,11.782610893249512
2021-04-15,5.891305446624756
2021-04-16,5.993565082550049
2021-04-17,5.993565082550049
2021-04-18,2.9967825412750244
2021-04-19,0
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-24,0
2021-04-25,0
2021-04-26,0
2021-04-27,0
2021-04-28,10.022974014282227
2021-04-29,0
2021-04-30,2.5057435035705566
2021-05-01,0
2021-05-02,4.932352066040039
2021-05-03,14.797056198120117
2021-05-04,4.932352066040039
2021-05-05,4.932352066040039
2021-05-06,14.760807991027832
2021-05-07,9.84053897857666
2021-05-08,4.92026948928833
2021-05-09,14.760807991027832
2021-05-10,4.92026948928833
2021-05-11,0
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,14.972967147827148
2021-05-18,24.954944610595703
2021-05-19,14.972967147827148
2021-05-20,9.981977462768555
2021-05-21,18.03922462463379
2021-05-22,12.02614974975586
2021-05-23,6.01307487487793
2021-05-24,0
2021-05-25,18.03922462463379
2021-05-26,5.724626064300537
2021-05-27,0
2021-05-28,5.724626064300537
2021-05-29,5.724626064300537
2021-05-30,5.724626064300537
